project_ptr_id,name,budget,staff_list_plain,aims,description
731,"<p>Department of Planning, Lands and Heritage, Perth NRM</p>","<p>$160,000</p>","G McGrath, J Rutherford, B Huntley",,
1060,"<p>Rio Tinto, GHD</p>","<p>$59,000</p>","B Anderson, R Binks",,
656,"<p>The University of Western Australia, University of Tasmania, Australian National University, Australian Institute of Marine Science, CSIRO</p>","<p>&nbsp;</p>
<p>Nil</p>","T Holmes, S Wilson","<p>1) Is there a difference in the abundance, biomass and mean size of targeted fish species between No Take Reserves (NTR) and areas open to fishing within the marine park?</p>
<p>2 ) Are any difference detected influenced by&nbsp;the age and size of the NTR, habitat factors such as reef type and coral cover, and factors relating to fishing effort in and around the sanctuaries</p>","<p>This project brings together all existing fish data sets collected in the Ningaloo marine park since its establishment in 1987, with a view to examining the effectiveness of spatial zoning for protecting species targeted by recreational fishing. Due to the disparate methods and sampling units used to collect data across studies, a meta-analysis method is being used to examine the effect size when compaing sites inside and outside of No Take Reserves.&nbsp;</p>"
381,<p>Terrestrial Ecosystem Research Network</p>,<p>Nil</p>,P Gioia,,
678,"<p>Australian Research Council, Murdoch University, Western Australian Museum, Roy Hill</p>","<p>$536,000</p>","K Ottewell, L Gibson, M Byrne, R Shaw","<p>This project aims to evaluate and apply novel spatio-temporal landscape genetic methods to identify refugia and dispersal corridors that build evolutionary resilience for mammal fauna, essential for best-practice conservation under global change. Our approach is applied to spatial and genetic datasets assembled for 13 small-medium sized mammal species, including four that are endangered nationally, in the multi-use landscape of the Pilbara bioregion that is a resource-rich Australian biodiversity hotspot. A key outcome is to identify strategic landscape-scale conservation priorities for habitat protection and threat management via systematic conservation planning (SCP). This project is significant in advancing new methodologies to incorporate connectivity modelling into multi-species conservation planning, identifying the major factors contributing to species landscape use and providing a framework for prioritising evolutionary resilient landscapes that can be applied to conservation management in multi-use landscapes globally. We address our aims through the following objectives:</p>
<p>[1] Locate core habitat (refuges) and connectivity pathways (corridors) for species and species&rsquo; guilds under current environmental conditions by modelling habitat suitability and contemporary gene flow;</p>
<p>[2] Locate key areas for persistence under changing climates by inferring locations of evolutionary refugia from population genomic data and spatial modelling of range dynamics under historical and predicted future environments; and</p>
<p>[3] Using SCP, identify cost-effective conservation strategies to enhance and protect these areas for optimal combinations of threatened and other species or species&rsquo; guilds.</p>","<p>Identifying and protecting refugia and habitat corridors is the cornerstone of best-practice conservation in multi-use landscapes. Globally, the conservation community is recognising that a static, fragmented protected area system is, in many cases, inadequate to conserve populations and species in large areas, over long time-scales and given current rates of environmental change [1,2]. This recognition has motivated a paradigm shift in conservation thinking away from managing species at a local scale to a broader spatial and temporal perspective: managing species and ecological processes at a whole-of-landscape scale [3] and incorporating evolutionary processes to build species&rsquo; capacity for adaptation to environmental change [4].</p>
<p>There are two key foci in this species&rsquo; resilience conservation approach: (i) protecting refugia, areas of the landscape that offer temporally stable, climatically buffered habitat that species can retreat to, persist in and expand from under changing environmental conditions, and which represent potential reservoirs of genetic diversity for adaptation to change [5&ndash;8]; and (ii) promoting population connectivity to maintain metapopulation viability and to retain species&rsquo; evolutionary potential [4,9].</p>
<p>Frameworks exist for the identification of refugia [7] and their incorporation into conservation planning including Australian examples [10,11]. Efforts to characterise landscape connectivity, however, are frequently hampered by the lack of empirical data on species dispersal with which to inform mechanistic models [12]. Emerging landscape genetics approaches that quantify gene flow as a proxy for realised dispersal to assess landscape connectivity hold promise to infer dispersal corridors, but to date there has been little uptake in conservation planning, both here and internationally [13]. Single-species case studies are available [14,15], however, to be useful as a landscape-scale conservation prioritisation tool, connectivity expectations across a range of species with different movement characteristics and/or habitat requirements is required for robust conservation decision-making [14]. Characterisation of the major modes of dispersal for different species types (guilds) and the landscape features that modify or promote connectivity is critical information for landscape-scale conservation planning. Further, in much the same way that the spatio-temporal stability of refugia are assessed, the stability of species&rsquo; dispersal corridors should be evaluated under past, present and predicted future environmental conditions to inform crucial dispersal routes. Application of a spatio-temporal landscape genetics approach to multi-species conservation planning therefore represents a novel and significant advancement in this field, both nationally and internationally, and provides a means to move beyond a simple pattern- to process-based approach to species conservation [1,4,13].</p>
<p>The Pilbara biogeographic region in arid north-west Western Australia (WA) is one of the oldest landscapes on earth [16] and provides an excellent case study with which to demonstrate the application of this innovative approach. The Pilbara has a unique and incredibly rich biodiversity [16], and due to its vast mineral reserves, is also a critical source of income for the Australian economy, contributing 80% of WA&rsquo;s $103 billion mineral and petroleum industry [17]. The rapid pace of resource development in the Pilbara has generated conflict between the State&rsquo;s desire to support economic development whilst also upholding its responsibilities to protect biodiversity and environmental values as required by Federal (Environmental Protection and Biodiversity Conservation (EPBC) Act) and State legislation. The WA Government&rsquo;s recently released Pilbara Conservation Strategy identifies that a landscape-scale, coordinated approach to development and biodiversity conservation is critical to ensure sustainable outcomes for government, industry and the environment. This project is therefore significant in bringing together key government and industry stakeholders actively engaged in conservation management in the Pilbara bioregion to identify priority conservation management areas for the small-medium sized mammal fauna, including four EPBC-listed threatened species (northern quoll, bilby, ghost bat, Pilbara leaf-nosed bat). These &lsquo;critical weight range&rsquo; mammals are recognised as being the most &lsquo;at risk&rsquo; to human-associated disturbances [18].</p>
<p>&nbsp;</p>"
390,"<p>Roy Hill, Atlas Iron, CSIRO, Pilbara Corridors, Rangelands NRM Western Australia, Pilbara Mesquite Management Committee</p>","<p>$350,000</p>","M Byrne, R Binks",,
696,<p>Rio Tinto</p>,<p>$4000</p>,"K Zdunic, J Chapman",<p>To map fires across the Yarraloola&nbsp;Land Management Area and Red Hill station using Landsat imagery in order to provide fire regime analysis reports over both areas.</p>,<p>Utilising Landsat satellite imagery and remote sensing analysis to map fires over the Yarraloola Land Management Area (LMA) and Red Hill Station and provide statistics.</p>
343,<p>The University of Western Australia </p>,<p>Nil </p>,"K Friedman, M Rule",,
685,"<p>Mineral Resources Ltd, The University of Western Australia&nbsp;</p>","<p>$997,000</p>","J Stevens, B Miller, S Krauss, D Merritt, W Lewandrowski, C Elliott",<p>&bull; Develop technologies and methods to support the translocation and restoration of <em>Tetratheca erubescens</em><br />&bull; Provide technical and scientific support for a five-year program of field translocations of <em>Tetratheca erubescens</em>. The target of Cliffs&rsquo; program of field translocations is to establish a greater number of new <em>T</em>. <em>erubescens</em> than are lost as a result of the proposed mining at F Deposit.<br />&bull; Assess functional attributes within restored/translocated populations to determine their long-term sustainability and compare with natural populations.</p>,"<p>This comprehensive and integrated research project investigates the ecology, conservation and translocation potential of <em>Tetratheca erubescens</em> from the Koolyanobbing area in the Coolgardie IBRA (Interim Biogeographic Regionalisation for Australia) bioregion. This species has declared rare flora status with a very narrow distribution associated with a single banded iron formation (BIF) range where it grows in rock fissures on cliff faces. This extreme habitat provides a number of specific challenges for restoration and translocation of populations. Effective, sustainable translocation of plant individuals and populations requires understanding of attributes of the species and its habitat, including population processes and interactions with the environment, as well as appropriate propagation and translocation techniques. A number of studies relevant to the concept of species translocation have been completed on other <em>Tetratheca</em> species, mostly focussing on <em>T</em>. <em>paynterae</em> ssp. <em>paynterae</em>. While these studies cover a range of disciplines, key knowledge and capacity gaps remain, and to date no large-scale, effective translocations have occurred.</p>"
660,<p>Birdlife WA</p>,"<p>$7,500</p>",K Trayler,<p>Increased capacity and information exchange for shorebird monitoring in the Swan Canning Riverpark</p>,"<p>Shorebirds are a valued, but vulnerable environmental asset in the Swan Canning Riverpark. Birdlife Australia actively monitors shorebird populations at key locations around Australia including in the Riverpark. In an effort to support community monitoring and connect Birdlife Australia with the River Guardians Program at DBCA, a small grant was issued to Birdlife WA with the aims of:</p>
<p>*&nbsp;delivering a workshop to train interested River Guardians in shorebird identification and monitoring;</p>
<p>*&nbsp;providing a forum to support coordinators and counters in better delivery of Shorebirds 2020;</p>
<p>*&nbsp;undertaking annual summer shorebird counts at current register sites in the Riverpark; and</p>
<p>*&nbsp;investigating and identifying new sites to extend monitoring in the Riverpark.</p>
<p>&nbsp;</p>"
389,"<p>Atlas Iron, Roy Hill</p>","<p>$240,000</p>","K Morris, S van Leeuwen, D Moro",,
388,"<p>Atlas Iron, Pilbara Corridors, Rangelands NRM, CSIRO Ecosystem Sciences</p>",<p>$385K</p>,"S van Leeuwen, Dr B Webber",,
387,"<p>Atlas Iron, Fortescue Metals Group, Iron Ore Holdings, Roy Hill, Main Roads Western Australia</p>","<p>$195,000</p>",L Gibson,,
386,<p>Atlas Iron </p>,<p>$10K </p>,"S van Leeuwen, K Morris, L Gibson",,
384,<p>University of Adelaide </p>,<p>Nil </p>,M Stukely,,
378,"<p>Department of Organismal Biology and Ecology, Colorado College (USA), St John University (USA)</p>",<p>Nil</p>,K Shepherd,<p>Phylogenetic resolution of the core Goodeniaceae focusing on&nbsp;<em>Goodenia&nbsp;</em>and allied genera</p>,
375,"<p>Australian Research Council, Australian National University, Western Australian Museum, South Australian Museum</p>","<p>$570,000</p>",M Byrne,,
374,"<p>Biodiversity Fund, Warren Catchment Council, CSIRO</p>","<p>$2,945,000</p>","M Byrne, T Hopley",,
359,<p>Western Australian Museum </p>,<p>Nil </p>,L Gibson,,
329,<p>National Science Foundation (USA)</p>,"<p>$19,000</p>",N Bougher,,
768,"<p>Curtin University,&nbsp;The University of Western Australia,&nbsp;Society for Ecological Restoration Australasia, BHP,&nbsp;Sinosteel Midwest Corporation,&nbsp;Mineral Resources,&nbsp;Hanson Construction Materials,&nbsp;Karara Mining Limited</p>","<p>$4,961,622</p>","D Merritt, S Krauss, J Stevens","<p>The aims of the ARC Industrial Transformation Training Centre for Mining Restoration are to:<br />(i) Foster opportunities for Higher Degree by Research candidates and Postdoctoral Fellows to pursue industrial training in mine-site restoration.<br />(ii) Generate restoration-industry-ready professionals focused on the needs of the mining restoration industry.<br />(iii) Enhance competitive research in collaboration between universities and organisations outside of the Australian<br />higher education sector.<br />(iv) Conduct innovative research focused on the immediate needs of the mining restoration industry.<br />(v) Deliver a raft of integrated research projects focused on the major streams of restoration genetics, seed enablement, ecophysiological assessment, and management of impacted threatened flora.<br />(vi) Increase the capacity of the mining industry to deliver improved financial, social and environmental outcomes.</p>","<p>The ARC training centre for mining restoration aims to deliver a suite of integrated and focused research projects underpinning successful mining restoration outcomes. A new model of workplace integrated researcher training is anticipated to deliver restoration-industry-ready professionals focused on the needs of the mining restoration industry, to enhance the capacity of the industry to deliver improved financial, social and environmental outcomes.<br />Restoration sits at the heart of Australia&rsquo;s ability to sustainably and responsibly exploit its vast mineral wealth. However, the lack of cost-effective restoration solutions at the scale required is currently a major impediment for regulatory and social compliance.</p>"
358,"<p>Warren Catchments Council, Caring for our Country </p>",<p>$150K over three years (2010-2013) </p>,"A Wayne, C Vellios, C Ward, M Maxwell",,
357,<p>Walpole - Nornalup National Parks Association; Walpole Wilderness Eco-Cruises </p>,<p>Nuyts Wilderness Community Trust funds annual collection curation </p>,"P Van Heurck, E Middleton",,
699,<p>South Coast NRM</p>,"<p>$16,600</p>",B Huntley,"<p>Data products including:</p>
<ul>
<li>Attributed shape files of wetland boundaries used for the analysis</li>
<li>JPEG images of inundation extent for all wetlands</li>
<li>Inundation metrics delivered in .csv files&nbsp;for all wetlands</li>
<li>Extracted monthly rainfall data from an interpolated Bureau of Meteorology product</li>
</ul>",<p>Metrics for inundation extents for selected wetlands in the South Coast region were required for multi year periods coinciding with waterbird surveys. These metrics will be added to models to further understand and perhaps explain bird densities. Similar metrics for a further 51 wetlands across the State were also calculated to further the understanding of bird absences when local conditions seem suitable.</p>
697,<p>Central Desert Native Title Services</p>,"<p>$1,000</p>","K Zdunic, G Loewenthal",<p>To map fire scars on a biannual basis for the Kiwirrkurra Indigenous Protected Area.</p>,<p>Fire mapping is carried out using Landsat imagery for to aid in prescribed burning planning and reporting requirements.</p>
1067,<p>Gilbert's Potoroo Action Group and State NRM</p>,"<p>$35,000</p>","K Ottewell, M Millar, R Sun, T Friend","<ul>
<li>Assess changes in genome-wide genetic diversity in Gilbert&rsquo;s potoroo through time (1994 &ndash; 2021);</li>
<li>Assess the current distribution of genome-wide genetic diversity across the four Gilbert&rsquo;s potoroo sub-populations including Two Peoples Bay NR, Waychinicup NP, Bald Island and Middle Island;</li>
<li>Assess inbreeding within each of the four Gilbert&rsquo;s potoroo sub-populations;</li>
<li>Assess conservation of mitochondrial haplotypes identified in the Two Peoples Bay NR population in Sinclair et al. (2002) through time;</li>
<li>Identify SNP loci informative for individual identification and genetic diversity assessment to use in a high throughput SNP array for future genetic monitoring.</li>
</ul>
<p>&nbsp;</p>",<p>We make use of historical and contemporary tissue samples taken from Gilbert&rsquo;s potoroo between 1994 and 2021 to assess changes in genetic diversity through time and to establish the current pattern of genetic diversity and genetic structure amongst remaining Gilbert&rsquo;s potoroo populations relative to the natural wild population at Two Peoples Bay NR.</p>
1017,<p>Edith Cowan University</p>,"<p>$1,200,000</p>
<p>&nbsp;</p>",S Strydom,"<p>This Project seeks to build resilience and future-proofing of WA seagrass meadows, improve our understanding of drivers of seagrass decline, and to quantify tolerance thresholds for seagrass in response to key pressures associated with climate change (i.e., increased temperature) and dredging (i.e., low light conditions).</p>","<p>This work involves collating information on the current state of seagrass condition in WA, investigating existing patterns in natural variability followed by assessing local drivers of decline - outcomes that directly align with a key aim of SPP 2018-136, which is to increase our understanding of how anthropogenic pressures and climate change affect seagrass habitats and their associated ecosystem services. While outcomes of this project will directly inform the management of the Westport development, it will also be useful for improving certainty around impacts associated with low light and temperature impacts for seagrass across four WA marine reserves.</p>"
355,<p>University of Tasmania </p>,<p>Nil </p>,L Mccaw,,
354,"<p>University of Nebraska, Omaha USA </p>",<p>Nil </p>,B Ward,,
916,<p>Biologic Environmental Survey Pty Ltd</p>,<p>Nil</p>,"K Ottewell, J Kinloch, B Huntley","<p>This project aims to refine microclimate modelling undertaken in the Pilbara by Biologic Pty Ltd to be contributed to the ARC Linkage Project ""Building resilience to change for mammals in a multi-use landscape"".</p>
<p>The project aims to:</p>
<ul>
<li>Identify additional GIS resources that capture climate forcing factors in the Pilbara</li>
<li>Refine woody vegetation layers in the Pilbara</li>
<li>Undertake modelling of i-button temperature data with additional climate forcing factors and refined vegetation layers for identifying microhabitat refugia in the Pilbara bioregion</li>
</ul>",
612,"<p>Curtin University, Australian Institute of Marine Science</p>
<p>&nbsp;</p>","<p>&nbsp;</p>
<p>Nil</p>",S Wilson,<p><strong></strong>&nbsp;1) To model environmental niche requirements for fish and compare environmental variables from best-fit models between survey methods. 2) To develop predictive maps of fish distributions based on identified environmental niches and compare these predictions across two survey methods. 3) To assess cost-effectiveness of each method to facilitate decisions about which method is most suitable for&nbsp;species distribution models</p>,"<p>Distribution patterns of marine species can be used to increase our understanding of how biodiversity maps relative to anthropogenic pressures, improving our ability for spatial planning and conservation. Distribution patterns are often developed from models that use information on species habitat associations and habitat maps, though there are several methods for collecting habitat association data over large areas and it is not always clear which method is most appropriate. Here we modelled the probability of occurrence of six endemic fish species using two remote underwater stereo-video sampling methods (i.e. baited and towed video). Models developed for the towed stereo-video method had consistently better predictive performance for all but one of the study species. These models often incorporated small-scale measures of habitat complexity and were more likely to reflect true species-habitat relationships. Conversely, models based on baited video dataset regularly included large-scale measures of structural complexity, suggesting fish attraction to a single focus point by bait. The lower cost associated with use of the towed video systems for surveying low-relief seascapes provides additional support for considering this method for developing species distribution models and marine spatial management purposes.</p>"
611,"<p>Digital Life Project, University of Massachusetts - Amherst (USA),&nbsp;Murdoch University</p>",<p>Nil</p>,"S Fossette-Halot, S Whiting, T Tucker",,
608,"<p>National Environmental Science Program - Northern Australia Environmental Resources Hub, Environs Kimberley, Kimberley Land Council</p>","<p>$540,000</p>","M Dziminski, R McPhail, F Carpenter",,
606,"<p>CSIRO, National Environmental Science Program - Northern Australia Environmental Resources Hub, Kimberley Land Council</p>","<p>$140,000</p>",S van Leeuwen,,
543,"<p>Geocatch, Edith Cowan University, Department of&nbsp;Primary Industries and Regional Development</p>","<p>$10,000</p>",B French,,
938,<p>University of Western Australia</p>,"<p>$5,000</p>","S Bell, I Leal",<p>Monitor the diversity and abundance of invertebrates on intertidal reefs within the Ngari Capes Marine Park</p>,"<p>The project&nbsp; builds on previous data collected at intertidal reefs within the Ngari Capes Marine Park to assess the condition of invertebrate communities over time.</p>
<p>Surveys were carried out using quadrats randomly placed in areas of inner, mid and outer reef. All invertebrates larger than 5mm within quadrats were enumerated and recorded to species level where possible. A photo record of each quadrat was recorded with imbedded GPS location. The % coverage of benthic sessile colonisers and substrate were also recorded for each quadrat.</p>"
915,"<p>Australian Research Council, Australian National University, University of Adelaide, Australian Museum, Western Australian Museum</p>","<p>$460,000</p>","K Ottewell, M Byrne","<p>This proposal aims to combine advanced population genomics, measures of adaptive variation and outcomes from translocations to conservation management of threatened mammal species. With new technologies and analytics, we can now obtain high resolution data on genomic variation in remnant, translocated and extinct populations. Applying these methods, we will test for decreased genetic diversity and increased genetic load in remnant, mostly island, populations. We will then evaluate whether various metrics of genetic diversity predict short-term translocation outcomes. Then, combining genomic and phenotypic data, we will address the urgent question of when and how to mix populations for conservation.</p>",
582,<p>NSW Rural Fire Service</p>,<p>Nil</p>,L Mccaw,,
342,"<p>Terrestrial Ecosystem Research Network - AusPlots, Pilbara Corridors, Australian Transect Network, Bush Heritage Australia, The University of Western Australia</p>","<p>$120,000</p>","S van Leeuwen, M Hislop",,
526,"<p>Pilbara Corridors: A collaboration between Department of Biodiversity, Conservation and Attractions, Rangeland NRM Western Australia and Greening Australia.</p>","<p>$350,000 over two years</p>","A Pinder, M Lyons, K Quinlan",<p>This project aimed to describe patterning in the distribution of wetland fauna and flora along the middle to upper reaches of the Fortescue River valley to guide the spatial configuration of wetland conservation planning.</p>,"<p>Within the Pilbara, the middle to upper Fortescue Valley (upstream and downstream of Fortescue Marsh) has an especially high number and diversity of floodplain wetlands. These types of wetlands support distinct flora and fauna communities, but are poorly represented in the region&rsquo;s formal conservation estate, so off-reserve management of the biodiversity values of these wetlands is important. Wetlands of this area have been identified as priority assets in several planning processes and listings, but there is relatively little information on their biological values and how these are distributed along the valley.</p>
<p>To address this, a survey of wetland biodiversity (aquatic invertebrates and riparian flora) was undertaken in this part of the Fortescue catchment to inform wetland management on pastoral lands. Forty seven wetland sites were sampled on Mount Florence, Mulga Downs, Roy Hill, Ethel Creek and Balfour Downs stations between 2015 and 2017.</p>
<p>Aspects of the distribution of wetland flora and fauna revealed during this project, and knowledge of wetland ecology and conservation more generally, were used to derive a number of principals to guide the geographic spread of wetland management programs.</p>"
1049,"<p>Department of Jobs, Tourism, Science and Innovation Marine Heatwaves Group</p>","<p>$500,000</p>",C Ross,"<ol>
<li>Identify, synthesize and collate information on the response of key fisheries species, fish and invertebrate communities and associated habitats to marine heatwaves in Western Australia</li>
<li>Identify and prioritize case-studies to explore the relationships between MHW&rsquo;s and key fisheries species, fish and invertebrate communities and associated habitats to aid in the prediction of the ecological responses to future heatwave events</li>
<li>Conduct analysis on the relationship between MHW&rsquo;s and key fisheries species, fish and invertebrate communities and associated habitats to aid in the prediction of the ecological responses to future heatwave events.</li>
<li>Provide outputs to inform identification of thermal refugia and tools to forecast marine heatwave risk to ecosystems.</li>
</ol>",
821,<p>Murdoch University</p>,"<p>$20,000</p>",J Goetze,"<p>To collate information from public archives, newspapers and other historical sources to extend our temporal understanding of the marine environment and the pressures that have shaped the current condition of key ecological values in WA&rsquo;s marine reserves.&nbsp;</p>
<p>&nbsp;</p>","<p>The DBCA Marine Monitoring Program assesses the condition of key ecological values in WA&rsquo;s marine reserves relative to human and natural pressures. The program relies on long-term data and a robust sampling design to distinguish human impacts from natural variation in the environment. The methods typically employed for collecting monitoring data have been used for several decades and collating information from multiple sources can provide an insight into how the condition of ecological values has changed over that time. However, monitoring often commences in marine reserves that have already been subject to pressures like fishing for a long time and key ecological communities like fishes are already altered. As such, our perception of a pristine environment, condition baselines and the influence of humans is often based on the earliest collections of empirical information.</p>
<p>Collating information from public archives, newspapers and other historical sources can potentially extend our temporal understanding of the marine environment and the pressures that have shaped the current condition of key ecological values in WA&rsquo;s marine reserves. Dr Joseph Christensen is a marine historian at Murdoch University who is an expert in the highly specialised field of researching historical information associated with WA coastal waters.</p>
<p>To gain a better understanding of information that could be used to inform management of historic impacts on the marine environment Dr Christensen will construct a demonstration database of archival knowledge pertinent to the condition of fish and other communities in the Shark Bay, Marmion and Shoalwater Islands marine reserves. When completed, we anticipate that the database will provide a broader appreciation of how the environment has been altered over the past century and how this has affected the condition of ecological values associated with these marine parks. An improved historic understanding of the environment will also provide more realistic ecological baselines that are the basis for assessing and reporting the current status of marine park ecological values in relation to the reserve objectives.&nbsp;</p>"
712,"<p>Digital Earth Australia, Geoscience Australia,&nbsp;Earth Observation Governmental Network</p>
<p>&nbsp;</p>
<p>&nbsp;</p>","<p>$14,000&nbsp;</p>","B Huntley, K Murray, K Zdunic, G Pitt, K Bancroft, W Robbins","<p>Collaboration with Geoscience Australia and CSIRO to work towards the improved efficiency of delivery for future monitoring utilising satellite imagery.&nbsp;</p>
<p>To liaise with Geoscience Australia to assist to develop a Mangrove index for and mangrove products compatible with the current methods we use.</p>","<p>Utilising the Australian Geoscience Data Cube (AGDC) this project will foster collaboration with Geoscience Australia and CSIRO to develop remote sensing methodologies that can effectively deliver into Marine Park reporting.&nbsp; The initial application developed will focus on mangrove extent and density. This work will advance the DBCA developed mangrove monitoring method and products by utilising the AGDC to program and automate.</p>
<p>&nbsp;</p>"
540,<p>Australian Institute of Marine Science</p>,<p>Nil</p>,"H Raudino, K Waples","<ol>
<li>Estimate the proportion of Ningaloo whale sharks that exhibit scarring, the severity of the scarring (major or minor &ndash; (as per Speed et al. 2008)), the area of the body scarred, the likely source(s) of the scarring, and how scarring varies over time. Examine the effects that major injuries could have on the survival of individual whale sharks;</li>
<li>Determine whether the number of interactions and/or interaction length between individual sharks and tour vessels changes throughout the season;</li>
<li>Investigate the physical evidence of different tagging techniques on whale sharks in Ningaloo Marine Park in order to provide recommendations on best practice tagging protocol, as well as an estimate of the number of whale sharks that could be tagged in Ningaloo Marine Park while minimising impacts on the sharks and on the tourism industry.</li>
</ol>",
539,<p>Western Australian Museum</p>,<p>Nil</p>,J Huisman,,
638,"<p>Yawuru Park Council,&nbsp;Nyamba Buru Yawuru Aboriginal Corporation</p>","<p>$20,000</p>","A Pinder, M Lyons, M Cowan","<p>Increased understanding of the conservation values of an important wetland area contributing to informed allocation of resources across the Yawuru Birragun Conservation Park (e.g. for feral animal control, weeds and public use options)</p>","<p>This project addresses one of the objectives in the Yawuru Conservation Park Plan: To increase &ldquo;<em>understanding of, and to maintain or improve, the conditions and ecological function of bilarra (wetlands) in the Yaruru Biragun Conservation Park. </em>Nimalarragun wetland, north of Broome, is a priority asset within the Yawuru Birragun Conservation Park, but its biodiversity values have not been well surveyed.</p>
<p>This survey will describe the flora and fauna (aquatic invertebrates, wetland and terrestrial flora and vertebrates) of the wetland in collaboration with DBCA Yawuru Rangers and Nyamba Buru Yawuru on country managers.</p>"
289,<p>BHP</p>,"<p>$105,000</p>","J Huisman, S Dillon",,
288,<p>Main Roads Western Australia </p>,<p>$25K </p>,"K Morris, J Dunlop, K Rayner",,
287,<p>Australian Wildlife Conservancy </p>,<p>AWC provides ongoing care and maintenance </p>,L Monks,,
340,<p>State NRM </p>,<p>$870K </p>,"D Coates, A Cochrane",,
338,<p>South Coast NRM</p>,"<p>$30,000</p>",T Friend,,
579,<p>Murdoch University</p>,"<p>$115,757</p>","K Waples, H Raudino","<ul>
<li>Develop and field-test a methodology for recording video observations of inshore dolphins from a small UAV.</li>
<li>Use UAVs to collect aerial video of inshore dolphins (bottlenose and humpback dolphins) across a variety of sea conditions, group sizes, and behavioural states.</li>
<li>Analyse UAV video to estimate the proportion of time individual dolphins are available to be seen from the air according to the variables outlined above.</li>
</ul>","<p>Aerial line-transect surveys are used around the world for estimating the abundance of marine mammals to inform conservation and management strategies. However, accurate and informative estimates of abundance rely on accurate estimates of the proportion of time animals are visible to the aerial observers (availability bias). Existing methods of estimating this bias have many limitations and don&rsquo;t necessarily reflect true availability. We will develop methods for using small, vessel-launched UAVs to conduct aerial observations of coastal dolphins and directly record availability. The methodology will initially be developed through several days of field trials targeting Indo-Pacific bottlenose dolphins (<em>Tursiops </em>aduncus) in WA state waters adjacent to Perth and/or Mandurah. We will then focus on Australian humpback dolphins (<em>Sousa sahulensis</em>) off north-western Australia, a priority species in an area of increasing coastal development. Our results will directly feed into the&nbsp; Department ofBiodiversity, Conservation and Attractions'&nbsp;program of aerial surveys of coastal dolphins off the Pilbara coast, while the methods we develop will be broadly applicable to other species. A manuscript was published late in 2022 demonstrating the value of using UAVs to estimate availability for dolphins and providing recommendations for how to use these estimates.&nbsp;</p>"
575,<p>James Cook University</p>,"<p>$150,000</p>","S Wilson, M Moustaka","<p>This collaborative research program with JCU and DoF&nbsp;will assess:&nbsp;</p>
<ol>
<li>Connectivity of corals targeted by aquarium collectors in this region</li>
<li>Demographics of targeted corals (e.g., distribution, abundance, growth, settlement and reproduction)</li>
<li>Vulnerability of corals to environmental pressures (mainly, sedimentation and temperature).</li>
</ol>","<p>Coral communities are listed as an ecological value in many of the marine parks and reserves managed by Parks and Wildlife. The Marine Science Program monitors the condition of these coral communities, along with any ecological and human pressures that may affect their condition. Many of these reef building corals are monitored in clear waters where park visitors are typically amazed at their colour and beauty.&nbsp; However, some corals are naturally found on muddy intertidal or shallow reefs.&nbsp; Many of these shallow murky water corals are still colorful and as they are also small are often targeted by collectors for the aquarium trade. The biology and ecology of these small corals is however poorly understood compared to their cousins living in clear water, making it difficult to assess the impact of collecting on local populations.</p>
<p>The intertidal reefs around Nikol Bay, Karratha, are one area along the west Australian coast where corals are collected for the aquarium trade. Scientists from Parks and Wildlife&rsquo;s Marine Science Program, James Cook University and the Department of Fisheries are currently working with commercial aquarium fishers to study the abundance, identity and biology of these unusual corals. The project is partially funded by the Pluto Offset, which was established to fund research and monitoring consistent with the 2005 Indicative Management Plan for the proposed Dampier Archipelago marine conservation reserves.</p>"
352,"<p>University of California, Berkeley and Lawrence Hall of Science </p>",<p>$1K </p>,A Verveer,,
1055,<p>Department of Fire and Emergency Services</p>,"<p>$50,000</p>","K Ruthrof, R Van Dongen, V Densmore","<p>The aim of this project is to examine whether dense forest stands (e.g., regrowth) are at greater risk of high severity fire than less dense stands?&nbsp;</p>",<p>This project is a collaboration between Department of Fire and Emergency Services (DFES) and DBCA.&nbsp;</p>
631,<p>Murdoch University</p>,"<p>$50,000</p>","S Fossette-Halot, S Whiting, T Tucker",,
1054,<p>Great Western Woodlands fire history update and data quality improvement.</p>,"<p>29,813</p>","K Zdunic, J Ruscalleda Alvarez",<p>Produce a complete and high quality fire history for the Great Western Woodlands based on Landsat satellite imagery.</p>,<p>Complete and current fire history of the Great Western Woodlands is important for the management of the vegetation types in the region especially fire sensitive obligate seeder woodlands. This project updates and improves the archive of fire history through Landsat image analysis.</p>
1027,<p>WWF-Australia and Western Australian Government&rsquo;s State NRM Program</p>,"<p>$10,450</p>","L Povh, K Ottewell, K Nilsson, M Dziminski, A Raycraft",<p>Develop a population management plan for the Wheatbelt black-flanked rock wallaby populations</p>,"<p>The threatened black-flanked rock-wallaby (BFRW - <em>Petrogale lateralis lateralis</em>) is distributed across several disjunct populations across Western Australia making them susceptible to loss of genetic diversity and increased extinction risk. A Population Management Strategy (PMS) is therefore necessary, with the aim of providing management options for BFRW to ensure genetically viable colonies are maintained across current distribution. Here we present a review of recent research of BFRW populations, the current management, their key threatening processes, and genetic studies. A decision support process and workbook are included that will provide options to assist decisions for future management to secure the genetic diversity and demographic resilience of populations in the long-term.</p>"
