document_ptr_id,scientific_outputs,knowledge_transfer,data_location,hardcopy_location,backup_location,goal,reason
3340,"<p>Sampson J., Tapper S., Coates D., Hankinson M., Byrne M. (2022) Genetic diversity among differentiation in south-western Australian bloodwoods (<em>Corymbia</em> section Calophyllae, Myrtaceae) with different ranges and abundance. Australian Journal of Botany 70: 146-157.</p>
<p>Nistelberger H.M., Tapper S-L., Coates D.J., McArthur S.L. and Byrne M. (2021) As old as the hills: Pliocene palaeogeographical processes influence patterns of genetic structure in the widespread common shrub <em>Banksia sessilis</em>. Ecology and Evolution 11: 1069-1082.</p>
<p>Llorens T.M., Yates C.J., Byrne M., Elliott C.P., Sampson J., Fairman R., Macdonald B. and Coates D.J. (2018) Altered soil properties inhibit fruit set but increase progeny performance for a foundation tree in a highly fragmented landscape. Frontiers in Ecology and Evolution 6: 39.</p>
<p>Sampson, J., Tapper, S., Coates, D., Hankinson, M., McArthur, S. and Byrne, M. (2018). Persistence with episodic range expansion from the early Pleistocene: the distribution of genetic variation in the forest tree <em>Corymbia calophylla</em> (Myrtaceae) in south-western Australia. Biological Journal of the Linnean Society 123: 545-560.</p>
<p>Bradbury D., Tapper S-L, Coates D., McArthur S., Hankinson M. and Byrne M. (2016) How does the post-fire facultative seeding strategy impact genetic variation and phylogeographic history? The case of <em>Bossiaea ornata</em> (Fabaceae) in a fire-prone, mediterranean-climate ecosystem. Journal of Biogeography 43: 96-110.</p>
<p>Bradbury D., Tapper S-L, Coates D., McArthur S., Hankinson M. and Byrne M. (2016) The role of fire and a long-lived soil seed bank in maintaining persistence, genetic diversity and connectivity in a fire-prone landscape. Journal of Biogeography 43: 70-84.</p>
<p>Llorens T.M., McArthur S., Gardner M.G., Coates D.J. and Byrne M. (2015) Isolation and characterization of microsatellite markers for the dwarf sheoak <em>Allocasuarina humilis </em>(Casuarinaceae), and important understory species in ecological restoration. Muelleria 34: 59-62.</p>
<p>Nistelberger H.M., McArthur S., Coates D.J. and Byrne M. (2015) Isolation and characterisation of 10 microsatellite loci from a Western Australian tree, <em>Banksia sessilis</em> (Proteaceae). Conservation Genetics Resources 7:513-515.</p>
<p>&nbsp;</p>","<p>Information on the outcomes of the project have been provided to relevant regional staff and has been included in the Discussion Paper for the Silvicultural Review Panel on the Forest Management Plan.&nbsp;</p>
<p>&nbsp;</p>","<p>Data from the project is stored on the Ecosystem Science Sharepoint site</p>
<p>&nbsp;</p>","<p>&nbsp;</p>
<p>&nbsp;</p>",,force_completed,"<p>The project is complete</p>
<p>&nbsp;</p>"
2625,"<p><strong>Publications</strong></p>
<p>Johnston, M., Algar, D., Onus, M., Hamilton, N., Hilmer, S., Withnell, B. and Koch, K. (2009). A bait efficacy trial for the management of feral cats on Dirk Hartog Island. Arthur Rylah Institute for Environmental Research Client Report. Department of Sustainability and Environment, Heidelberg, Victoria.</p>
<p>Hilmer, S.S., Algar, D. and Johnston, M. (2010). Opportunistic observation of predation of Loggerhead turtle hatchlings by feral cats on Dirk Hartog Island, Western Australia. <em>Journal of the Royal Society of Western Australia</em> <strong>93</strong>, 141&ndash;146.</p>
<p>Algar, D., Hilmer, S., Onus, M., Hamilton, N. and Moore, J. (2011). New national park to be cat-free. <em>LANDSCOPE</em> <strong>26(3)</strong>, 39&ndash;45.</p>
<p>Algar, D., Johnston, M., and Hilmer, S.S. (2011). A pilot study for the proposed eradication of feral cats on Dirk Hartog Island, Western Australia. In: Island Invasives: Eradication and Management (eds. C.R. Veitch, M.N. Clout and D.R. Towns) pp 10&ndash;16. IUCN, Gland, Switzerland.</p>
<p>Campbell, K.J., Harper, G. Algar, D., Hanson, C.C., Keitt, B.S. and Robinson, S. (2011). Review of feral cat eradications on islands. In: Island Invasives: Eradication and Management (eds. C.R. Veitch, M.N. Clout and D.R. Towns) pp 37&ndash;46. IUCN, Gland, Switzerland.</p>
<p>Johnston, M., Algar, D., O&rsquo;Donoghue, M. and Morris, J. (2011). Field efficacy of the Curiosity<sup>&reg;</sup> feral cat bait on three Australian islands. In: Island Invasives: Eradication and Management (eds. C.R. Veitch, M.N. Clout and D.R. Towns) pp 182&ndash;187. IUCN, Gland, Switzerland.</p>
<p>Bode, M., Brennan, K.E.C., Helmstedt, K., Desmond, A., Smia, R., and Algar, D. (2013). Interior fences reduce cost and uncertainty when eradicating invasive species from islands. <em>Methods in Ecology and Evolution</em> <strong>4(9),</strong> 819&ndash;827.</p>
<p>Kock, K., Algar, D. and Schwenk, K. (2014). Dispersal, population structure and management implications for invasive cats on Australian islands. <em>Journal of Wildlife Management </em><strong>78(6)</strong>, 968&ndash;975.</p>
<p>Kock, K., Algar, D., Searle, J.B., Pfenninger, M. and Schwenk, K. (2015). A voyage to Terra Australis: human-mediated dispersal of cats. <em>BMC Evolutionary Biology</em>, 15, 262 DOI 10.1186/s12862-05-0542-7.</p>
<p>Algar, D. and Johnston, M. (2015). Eradication of feral cats from Western Australian islands: success stories. In: <em>National Feral Cat Workshop Proceedings</em> (Eds. Tracey J, Lane C, Fleming P, Dickman C, Quinn J, Buckmaster, T and McMahon S)<em>.</em> PestSmart Toolkit publication, Invasive Animals Cooperative Research Centre, Canberra, Australia. Canberra 21&ndash;22 April 2015. pp. 112&ndash;116.</p>
<p>Algar, D. and Johnston, M. (2015). Eradication of feral cats from Western Australian islands: an update. (ABSTRACT) In: Australian Wildlife Management Conference, Perth 23&ndash;26 November 2015.</p>
<p>Deller, M., Mills, H.R., Hamilton, N. and Algar, D. (2015). Diet of feral cats, <em>Felis catus</em>, on Dirk Hartog Island. <em>Journal of the Royal Society of Western Australia</em> <strong>98</strong>, 37&ndash;43.</p>
<p>Holdsworth, M., Robinson, S. and Baker, G.B. (2015). Dirk Hartog Island cat eradication program: cat detector dog surveys. Latitude 42, client report to Department of Parks and Wildlife. 13 pp.</p>
<p>Algar, D., Johnston, M., O&rsquo;Donoghue, M. and Quinn, J. (2016). An update of feral cat control in Western Australia. (ABSTRACT) In: Australian Mammal Society Conference, Alice Springs 26&ndash;29 September 2016.</p>
<p>Bengsen, A.J., Algar, D. Ballard, G., Buckmaster, T., Comer, S., Fleming, P.J.S., Friend, A.J., Johnston, M., McGregor, H., Moseby, K. and Zewe, F. (2016). Feral cat home range size varies predictably with landscape productivity and population density. <em>Journal of Zoology</em> <strong>298</strong>, 112&ndash;120.</p>
<p>Dybing, N.A., Jacobson C., Irwin, P., Algar, D. and Adams, P. (2016). Bartonella species identified in rodent and feline hosts from island and mainland Western Australia. <em>Vector-Borne and Zoonotic Diseases</em> <strong>16</strong>, 238&ndash;244.</p>
<p>Dybing, N.A., Jacobson C., Irwin, P., Algar, D. and Adams, P. (2016). Ghosts of Christmas past?: absence of trypanosomes in feral cats and black rats from Christmas Island and Western Australia. <em>Parasitology Open </em>2:e4 (5 pages).</p>
<p>Holdsworth, M., Robinson, S. and Baker, G.B. (2016). Dirk Hartog Island cat eradication program: cat detector dog surveys. Latitude 42, client report to Department of Parks and Wildlife. 16 pp.</p>
<p>Johnston, M., Holdsworth, M., Robinson, S. and Algar, D. (2016). Noses on legs: detector dogs helping with cat control. <em>LANDSCOPE</em> <strong>32</strong>(4), 42&ndash;47.</p>
<p>Koch, K., Algar, D. and Schwenk, K. (2016). Feral cat globetrotters: genetic traces of historical human-mediated dispersal. Ecology and Evolution. doi: 10. 1002/ece3.2261</p>
<p>Dybing, N.A., Jacobson, C., Irwin, P<sup>.</sup>, Algar, D. and Adams, P.J. (2017). <em>Leptospira </em>species in feral cats and black rats from Western Australia and Christmas Island. <em>Vector-Borne and Zoonotic Diseases</em> <strong>17(5)</strong>, 319&ndash;324.</p>
<p>Algar, D., Johnston, M. and Pink, C. (2019). Big island feral cat eradication campaigns: an overview and status update of two significant examples. In: C.R. Veitch, M.N. Clout, A.R. Martin, J.C. Russell and C.J. West (eds.) Island invasives: scaling up to meet the challenge, pp. 238-243. Occasional Paper SSC no. 62. Gland, Switzerland: IUCN.</p>
<p>Algar, D., Johnston, M., Tiller, C., Onus, M., Fletcher, J., Desmond, G., Hamilton, N., and Speldewinde, P. (2019). Feral cat eradication on Dirk Hartog Island, Western Australia. <em>Biological Invasions</em> <strong>22</strong>, 1037&ndash;1054.</p>
<p>Johnston, M., Algar, D., Onus, M., Desmond, G., Tiller, C., Fletcher, J. and Hamilton, N. (2019). Declaration on Dirk: feral cats eradicated. <em>LANDSCOPE</em> <strong>34(3)</strong>, 42&ndash;46.</p>
<p>Algar, D., Morris, K., Asher, J. and Cowen, S. (accepted). Dirk Hartog Island &lsquo;Return to 1616&rsquo; Project &ndash; the first six years (2014 to 2019). <em>Ecological Management and Restoration</em>.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",<p>Knowledge transfer has been achieved through the various&nbsp;publications written documenting the project and presentations at a variety of workshops and conferences.</p>,<p>All datasets are held by the Project Leader (Dave Algar). Metadata statements to be provided to the BCS data catalogue.</p>,<p>All dataset hardcopies are held by the Project Leader.</p>,,force_completed,"<p>This project has been completed with Dirk Hartog Island being declared ""cat-free"" in October 2018. Documentation of the cat eradication was published last year.</p>
<p>Algar, D., Johnston, M., Tiller, C., Onus, M., Fletcher, J., Desmond, G., Hamilton, N., and Speldewinde, P. (2019). Feral cat eradication on Dirk Hartog Island, Western Australia. <em>Biological Invasions</em> <strong>22</strong>, 1037&ndash;1054.</p>"
2630,"<p>Final project report: Martin, B.C., Frazer, M.W., Middleton, J.A. and Kendrick, G.A. (2019).&nbsp;<em>Alfred Cove Eutrophication (ACE) investigation &ndash; assessing eutrophication impacts on seagrass degradation at Alfred Cove. </em>UWA report to the Department of Biodiversity Conservation and Attractions.&nbsp;(45 pages)</p>
<p>Martin, B and Cosgrove, J. (2020). Alfred Cove eutrophication investigation: assessing eutrophication impacts on seagrass degradation. DBCA Science Information Sheet.&nbsp;</p>","<p>UWA researchers presented findings at DBCA science seminar series.</p>
<p>Key findings and management implications have been summarised into a 2-page summary for greater accessibility to both management and public. The summary will appear on DBCA website with report available on request.</p>",<p>https://data.dbca.wa.gov.au/dataset/ace</p>,<p>T:\671-River System Management\Shared Data\Prgms\REScience\2. Projects\Seagrass ACE\Data</p>,,completed,<p>All agreed outcomes of the project have been delivered.</p>
2237,"<p>Cowan M, Mead-Hunter R, Ho K, Guthrie N, Mullins B, Quinlan K et al. [Ottewell K] (2017). <em>Development of ethically acceptable techniques for invertebrate wet-pit trapping: a report to the Department of Parks and Wildlife&rsquo;s Animal Ethics Committee.</em> Department of Parks and Wildlife, Kensington, WA. 63 p</p>","<p>The project was undertaken on behalf of DBCA's animal ethics committee specifically to address the internal and external use of invertebrate wet pit traps and their implications for animal welfare from a vertebrate byctach perspective. The report has been provided top the AEC and is disseminated to extral parties when applications arise for invertebrate wet pit trapping. The main points that come from the report where trapping is proposed are:</p>
<ul>
<li>A minimum starting concentration of 80% ethanol and 20% propylene glycol is&nbsp;recommended, although for short duration sampling this could be increased to&nbsp;upwards of 90% ethanol, although a concomitant increase in evaporation would&nbsp;result.</li>
<li>Minimum levels for the solution should be ~ 70% ethanol and 30% propylene&nbsp;glycol as quality of DNA fixation diminishes with reduction in ethanol&nbsp;concentration and the density of the solution increases.</li>
<li>The use of a narrow tube (~70 mm diameter) attached to a high volume container&nbsp;can give extended durations of trap deployment and with an initial four litres of&nbsp;80% ethanol and 20% propylene glycol up to 35 days is achievable under warm&nbsp;to hot and dry temperatures without going below the minimum recommended<br />fluid concentration.</li>
<li>While identifying appropriate ways of euthanizing vertebrate bycatch is&nbsp;problematic, we feel that outside physical exclusion, which is extremely difficult&nbsp;in itself, we have the best result attainable through maintaining a solution well&nbsp;below a density of 1 kg/l in which animals should not be able to swim for<br />extended periods. This is further improved by using large volumes of fluid in&nbsp;which most animals would be unable to stand or prop on the bottom of the trap.&nbsp;We would recommend keeping the fluid density below 0.9 kg/l and this would be&nbsp;achieved for ethanol/ propylene glycol solutions where the ethanol<br />concentration remains above 55%.</li>
<li>If the worst case scenario occurs where there has been complete evaporation of&nbsp;ethanol the original volume of propylene glycol would still remain ensuring that&nbsp;captured material did not dry out or desiccate, and depending on duration, may&nbsp;still have recoverable DNA.</li>
<li>When material is collected from traps, samples for DNA extraction should be&nbsp;transferred to 100% ethanol and then kept as cold as possible therefore&nbsp;minimizing degradation of the DNA while long term anatomical preservation&nbsp;should be in 70% ethanol (Quicke et al. 1999).</li>
</ul>",<p>N/A no specific data links but all data stored on OneDrive</p>,"<p>OneDrive - Department of Biodiversity, Conservation and Attractions</p>",,completed,<p>Project complete with a final report provided to DBCA's Animal Ethics Committee</p>
2863,,,,,,completed,
3334,"<p>Butt N, Wenger AS, Lohr C, Woodberry O, Morris K, Pressey RL (2020) Predicting and managing plant invasions on offshore islands. Conservation Science and Practice, e192.</p>
<p>Wenger AS, Adams VM, Iacona GD, Lohr C, Pressey RL, Morris K, Craigie ID (2018) Estimating realistic costs for strategic management planning of invasive species eradications on islands. Biological Invasions, 20(5), 1287-1305.</p>
<p>Lohr C, Wenger A, Woodberry O, Pressey R, Morris K (2017) Predicting island biosecurity risk from introduced fauna using Bayesian Belief Networks. Science of the Total Environment, 601-602, 1173-1181.</p>
<p>Lohr C, Hone J, Bode M, Dickman C, Wenger A, Pressey R (2017) Modeling dynamics of native and invasive species to guide prioritization of management actions. Ecosphere, 8, e01822.</p>
<p>Lohr M, Lohr C, Keighery G, Long V (2016) The status and distribution of non-native plants on the gazetted and territorial islands off the north coast of Western Australia. Conservation Science Western Australia, 10(8), 1-74.</p>
<p>Lohr C, Passeretto K, Lohr M, Keighery G (2015) Prioritising weed management activities in a data deficient environment: The Pilbara islands, Western Australia. Heliyon, 1(4), e00044. DOI:10.1016/j.heliyon.2015.e00044</p>
<p>Lohr C, van Dongen R, Huntley B, Gibson L, Morris K (2014) Remotely monitoring change in vegetation cover on the Montebello Islands, Western Australia, in response to introduced rodent eradication. PLoS ONE, 9(12), e114095. DOI:10.1371/journal.pone.0114095</p>
<p>Urli T, Brot&aacute;nkov&aacute; J, Kilby P, and Van Hentenryck P. (2016) Intelligent Habitat Restoration Under Uncertainty. AAAI Conference on Artificial Intelligence, North America, March 2016. Available at: &lt;<a href=""https://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11969"">https://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11969</a>&gt;. Date accessed: 24 Jul. 2017.</p>
<p>Brot&aacute;nkov&aacute; J, Randall M, Lewis A, Pressey B, and Wenger A. (2015) A genetic algorithm solver for pest management control in island systems. In: Artificial Life and Computational Intelligence: Proceedings of the First Australasian Conference, Newcastle, New South Wales, 5-7 February 2015. Eds. S.K. Chalup, A.D. Blair and M. Randall. Pp. 273-285</p>","<p>International Mammalogical Congress, 2017, Perth, Western Australia. Predicting biosecurity risk for islands<br />Mammalian threats and threatened mammals, Lohr C, Woodberry O, Wenger A, Morris K, Pressey R.</p>
<p>Parks and Visitor Services seminar, 2016, Department of Biodiversity, Conservation, and Attractions, Kensington, Western Australia. Decision support system for prioritising biosecurity actions on islands, Lohr C, Morris K, Gibson L, Pressey R, Brotankova J, Wenger A.</p>
<p>Pilbara Marine Conservation Project Symposium, 2016, Floreat, Western Australia. Decision support system for prioritising biosecurity actions on islands, Lohr C, Morris K, Gibson L, Pressey R, Brotankova J, Wenger A.</p>
<p>Chevron Gorgon and Wheatstone environment teams, 2016, Perth, Western Australia. Decision support system for prioritising biosecurity actions on islands, Lohr C, Morris K, Gibson L, Pressey R, Brotankova J, Wenger A.</p>
<p>Ecological Society of Australia Annual Conference, 2016, Fremantle, Western Australia. Prof. Pressey organised a symposium titled &ldquo;Modelling and decision-support for management of Australian islands&rdquo; which included several presentations on the Pilbara islands</p>
<p>Developing Bayesian Belief networks to support ecological risk assessment in Western Australian Islands, by O. Woodberry, A. Wenger, C. Lohr, R. Pressey and K. Morris</p>
<p>Predicting weed spread throughout Western Australian Islands to enable effective environmental management, by C. Lohr, A. Wenger, O. Woodberry and R. Pressey</p>
<p>Modelling dynamics of native and invasive species in response to management, by C. Lohr, M. Bode, J. Brot&aacute;nkov&aacute;, C. Dickman, J. Hone, A. Wenger and R. Pressey</p>
<p>Estimating conservation management costs: why simplistic assumptions can result in inadequate conservation budgets, by G. Iacona, V. Adams, A. Wenger, and R. Pressey</p>
<p>Putting it all together: a new decision-support tool to guide management actions, by R. Pressey, A. Wenger, C. Lohr, J. Brot&aacute;nkov&aacute; and J. Osbaldiston</p>
<p>Half-day workshop: Working with a new decision-support tool to for prioritising management actions in space and time, by C. Lohr, A. Wenger and R. Pressey</p>
<p>The Seventh Annual Conference of the Australasian Bayesian Network Society, November 2015, Melbourne, Victoria. Estimating biosecurity risk from introduced flora for Pilbara Islands using Bayesian Networks, Woodberry O, Wenger A, Lohr C, Pressey R.</p>
<p>Australasian Wildlife Management Conference, 2015, Perth, Western Australia. Estimating biosecurity risk from introduced fauna for Pilbara islands using bayesian belief networks, Lohr C, Wenger A, Woodberry O, Pressey R, and Morris K</p>
<p><em>The </em>27<sup>th</sup> International Congress for Conservation Biology, August 2015, Montpellier, France. A new open-source software tool for more effective conservation planning; the reliability of expert opinion and habitat mapping for predicting species distributions, Wenger AS, Woodberry O, Hamel M, and Pressey RL.</p>
<p>Island Arks Symposium III, 2014, Hobart, Tasmania. Vegetation change on the Montebello islands before and after rodent eradications and native fauna reintroductions, Lohr C, van Dongen R, Huntley B, Gibson L, and Morris K</p>
<p>Lohr, C.A. and Osbaldiston, J. (2017) Island Management Decision Support Software &ndash; Version 1.0 User Manual. Department of Biodiversity, Conservation, and Attractions, Perth, Western Australia.</p>
<p>Lohr CA (2017) Pilbara Islands Species Database: User manual. Department of Biodiversity, Conservation, and Attractions, Perth, Western Australia.</p>
<p>Lohr CA, Woodberry O, and Wenger A. (2017) Island biosecurity risk: Software for predicting risk of non-indigenous species arriving and establishing on islands. User manual for Biosecurity BBN Software Version 1, released 24-07-2017. Department of Biodiversity, Conservation, and Attractions, Perth, Western Australia.</p>
<p>Lohr C, Baker C, Bode M and Pressey R (In Press) What&rsquo;s next on the list? Prioritising management actions on Australia&rsquo;s islands in (editors Moro D, Ball D, Bryant S), Australian Islands: Advances And Solutions In Island Conservation Research, Management And Education, CSIRO Publishing, Melbourne.</p>
<p>Lohr M, Lohr C (2016) Weeds on Western Australia's Islands: A historical database with records spanning from 1913 to 2014. www.aekos.org.au/dataset/229076. DOI: 10.4227/05/56D79D59C41D3. Published dataset.</p>
<p>Interviewed by ABC Pilbara Radio (2013), following publication of Landscope article &lsquo;100 years of biodiversity data put to work&rsquo;.</p>
<p>Lohr C (2013) 100 years of biodiversity data put to work. Landscope, 29(1), 6-9.</p>","<p><a href=""https://dpaw.sharepoint.com/teams/AnimalScience/Invasive%20species/SP%202013-001%20Pilbara%20island%20biosecurity?csf=1&amp;web=1&amp;e=6jtlS8"">SP 2013-001 Pilbara island biosecurity</a></p>","<p>All data are available in DBCA Sharepoint <a href=""https://dpaw.sharepoint.com/teams/AnimalScience/Invasive%20species/SP%202013-001%20Pilbara%20island%20biosecurity?csf=1&amp;web=1&amp;e=6jtlS8"">SP 2013-001 Pilbara island biosecurity</a></p>",,completed,<p>This externally funded project has been completed.</p>
3551,"<p>Fernandes, R.E., Millar, M.A., Coates, D.J., Byrne, M., Krauss, S.L., Williams, M.R. and Hopper, S.D. (2022), Plant mating system dynamics in restoration: a comparison of restoration and remnant populations of <em>Hakea laurina</em> (Proteaceae). Restor Ecol, 30: e13609. <a href=""https://doi.org/10.1111/rec.13609"" aria-label=""Digital Object Identifier"">https://doi.org/10.1111/rec.13609</a></p>
<p>Millar, M.A., Coates, D.J., Byrne, M., Krauss, S.L., Jonson, J. and Hopper, S.D. (2021), Evaluating restoration outcomes through assessment of pollen dispersal, mating system, and genetic diversity. Restor Ecol, 29: e13335. <a href=""https://doi.org/10.1111/rec.13335"" aria-label=""Digital Object Identifier"">https://doi.org/10.1111/rec.13335</a></p>
<p>Melissa A Millar <span class=""al-author-delim"">and others</span>, Pollen dispersal, pollen immigration, mating and genetic diversity in restoration of the southern plains <em>Banksia</em>, <em>Biological Journal of the Linnean Society</em>, Volume 129, Issue 4, April 2020, Pages 773&ndash;792, <a href=""https://doi.org/10.1093/biolinnean/blaa003"" data-google-interstitial=""false"">https://doi.org/10.1093/biolinnean/blaa003</a></p>
<p>Millar, M.A., Coates, D.J., Byrne, M., Krauss, S.L., Jonson, J. and Hopper, S.D. (2019), Assessment of genetic diversity and mating system of <em>Acacia cyclops</em> restoration and remnant populations. Restor Ecol, 27: 1327-1338. <a href=""https://doi.org/10.1111/rec.13007"" aria-label=""Digital Object Identifier"">https://doi.org/10.1111/rec.13007</a></p>
<div class=""highwire-cite-authors""><span class=""highwire-citation-authors""><span class=""highwire-citation-author first"" data-delta=""0"">Melissa A Millar</span>, <span class=""highwire-citation-author"" data-delta=""1"">Janet M Anthony</span>, <span class=""highwire-citation-author"" data-delta=""2"">David J Coates</span>, <span class=""highwire-citation-author"" data-delta=""3"">Margaret Byrne</span>, <span class=""highwire-citation-author has-tooltip hasTooltip"" data-delta=""4"" data-hasqtip=""1"">Siegfried L Krauss</span>, <span class=""highwire-citation-author has-tooltip hasTooltip"" data-delta=""5"" data-hasqtip=""0"">Matthew R Williams</span> and <span class=""highwire-citation-author"" data-delta=""6"">Stephen D Hopper (2019) Genetic diversity, mating system, and reproductive output of restored <em>Melaleuca acuminata </em>populations are comparable to natural remnant populations.</span></span><span class=""highwire-cite-metadata-journal highwire-cite-metadata"">Ecological Restoration, </span><span class=""highwire-cite-metadata-volume highwire-cite-metadata"">37 </span><span class=""highwire-cite-metadata-issue highwire-cite-metadata"">(4) </span><span class=""highwire-cite-metadata-pages highwire-cite-metadata"">222-232; </span><span class=""highwire-cite-metadata-doi highwire-cite-metadata"">DOI: <a href=""https://doi.org/10.3368/er.37.4.222"">https://doi.org/10.3368/er.37.4.222</a> <br /></span></div>",,"<p><a href=""https://dpaw.sharepoint.com/teams/PlantScienceandHerbarium/Shared%20Documents/Research/SP2016-015%20Genetics%20Restoration%20Assessment?csf=1&amp;web=1&amp;e=mzWrnU"">https://dpaw.sharepoint.com/teams/PlantScienceandHerbarium/Shared%20Documents/Research/SP2016-015%20Genetics%20Restoration%20Assessment?csf=1&amp;web=1&amp;e=mzWrnU</a></p>
<p>Plant Science and Herbarium sharepoint site: Documents/Research/SP2016-015 Genetics Restoration Assessment</p>",<p>N/A</p>,,completed,<p>Project completed.</p>
3095,,,,,,force_completed,
3545,"<ul>
<li>Moustaka M, Mohring MB, Holmes T, Evans RD, Thomson D, Nutt C, Stoddart J, Wilson SK (2019) Cross-shelf heterogeneity of coral assemblages in North-west Australia. Diversity 11: <a href=""https://doi.org/10.3390/d11020015"">https://doi.org/10.3390/d11020015</a></li>
<li>Thomson DP, Babcock RC, Evans RD, Feng M, Moustaka M, Orr M, Slawinski D, Wilson SK, Hoey AS (2021) Coral larval recruitment in north-western Australia predicted by regional and local conditions. Marine Environmental Research 168: 105318. <a href=""https://doi.org/10.1016/j.marenvres.2021.105318"">https://doi.org/10.1016/j.marenvres.2021.105318</a></li>
<li>Department of Biodiversity, Conservation and Attractions (2020) Ecological monitoring in the Dampier Archipelago 2020. Department of Biodiversity, Conservation and Attractions Perth. 91pgs.</li>
<li>Mohring M (2016) Dampier archipelago underwater: a diamond in the red rock. Ladscope winter edition: 16-21.</li>
<li>Mohring M and Raudino H (2016) Dolphin odyssey: hunt for an elusive species. Landscope summer edition: 20-25.</li>
<li>Moustaka M and Strydom S (2019) Tropical seagrass: small in size but big in nature. Landscope winter edition: 50-52.</li>
</ul>","<ul>
<li>Presentation at Pilbara Marine Conservation Partnership (PMCP) Symposium. Pluto Offset D - Understanding coral communities in the Dampier Archipelago: past and present. 25th October, 2016.</li>
<li>Presentation at ACRS conference, Moreton Island (May 2019). Cross-shelf heterogeneity of coral assemblages in northwest Australia.</li>
</ul>",<p>https://data.dbca.wa.gov.au/dataset/spp-2015-015-long-term-monitoring-in-the-proposed-dampier-archipelago-marine-reserve</p>,,,completed,<p>Project funding has finished and objectives have been met.</p>
1989,,,,,,force_completed,<p>Project has been completed.</p>
3100,,,,,,force_completed,<p>This project has been completed.</p>
3098,,,,,,terminated,"<p style=""font-size: 11pt; font-family: Calibri,sans-serif; background-color: whitesmoke; margin: 0 0 7.5pt 0;""><span style=""color: #333333; font-size: 12pt;"">Colin Yates advised:</span></p>
<p style=""font-size: 11pt; font-family: Calibri,sans-serif; background-color: whitesmoke; margin: 0 0 7.5pt 0;""><span style=""color: #333333; font-size: 12pt;"">Also there is a concept plan in SDIS which should be removed as this never progressed to approval because the regional nature conservation planning process was established.</span></p>"
2880,"<p>Friend, J.A., Hill, R., Macmahon, B., Bell, L., Button, T., Mosen, C. and Hill, S., 2020. Are red-tailed phascogales (Phascogale calura) at risk from Eradicat&reg; cat baits?&nbsp;Wildlife Research&nbsp;47:747-761.</p>","<ul>
<li>Study demonstrating that the application of the feral cat bait <em>Eradicat&reg;</em>&nbsp;in Dryandra is likely to pose a low risk to red-tailed phascogales (<em>Phascogale calura</em>) published in a special issue of Wildlife Research.</li>
<li>Progress reports provided to the Numbat Recovery Team</li>
<li>An upward trend in sighting rate of numbats since 2015 reflects a significant reduction in numbat predation by feral cats in Dryandra (as demonstrated by DNA analysis of swabbed collars from predated numbats). This reprieve from cat predation followed implementation of effective feral cat control by both Eradicat&reg; baiting within Dryandra and action by reserve neighbours in the surrounding area.</li>
<li>Monitoring by cameras of introduced predators continues at Dryandra via another project.</li>
</ul>",<p>Red-tailed phascogale and numbat databases are stored on the Animal Science Program SharePoint site.</p>,"<p>Copies of databases with Animal Science Program Leader. Paper published.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",,completed,<p>Project complete</p>
