id,effective_from,effective_to,creator_id,modifier_id,created,modified,polymorphic_ctype_id,type,status,year,number,position,title,image,tagline,comments,start_date,end_date,program_id,output_program_id,project_owner_id,data_custodian_id,site_custodian_id,team_list_plain,area_list_dpaw_region,area_list_dpaw_district,area_list_ibra_imcra_region,area_list_nrm_region,supervising_scientist_list_plain,research_function_id,keywords
34,2014-06-05 18:28:18.099000+08:00,,100000,1,2014-06-05 18:28:18.099000+08:00,2018-10-15 13:52:08.703941+08:00,25,0,completed,1998,18,1000,<p>State Salinity Strategy wetland monitoring </p>,,,<p>TO be re-vamped by Adrian next year. </p>,,,7,1,22,,,"A Pinder, D Cale, M Lyons, C McCormick, J Lane, K Quinlan, A Clarke, Y Winchcombe, Dr R Shiel (University of Adelaide)","Midwest, Wheatbelt, Swan, South Coast, South West, Warren",,"Geraldton Sandplains, Avon Wheatbelt, Jarrah Forest, Mallee, Esperance Plains","Wheatbelt, Northern Agricultural, South West, South Coast",A Pinder,,
1029,2023-02-17 15:13:46.205944+08:00,,241,100934,2023-02-17 15:13:46.205968+08:00,2023-10-09 10:59:03.123968+08:00,30,2,active,2023,5,1000,<p>Understanding sources of feral cats in Dryandra Woodland through DNA analysis</p>,,,"<p>To help manage the threats, knowledge of significant sources of feral cats in the Dryandra area will be gained through genetic analysis of approximately 200 cat tissue samples collected from cat control activities. Genetic analysis will provide insight to the relatedness, migration areas and point source hot spots of feral cats. This information will be used to adapt and focus control efforts.</p>",2022-08-01,2023-03-31,5,4,241,241,,"K Ottewell, R Shaw",Wheatbelt,,,,K Ottewell,1,
771,2018-11-20 15:17:16.777750+08:00,,100465,100465,2018-11-20 15:17:16.777779+08:00,2023-06-27 11:09:08.663780+08:00,25,0,updating,2018,136,1000,<p>Understanding the key ecosystem services provided by the seagrass meadows of Western Australia</p>,projects/2018-136/DSCN0192.JPG,,,2018-11-21,2025-11-21,9,4,100465,100465,,"S Strydom, K Murray, B Huntley, S Bell, T Holmes","Swan, South West","Exmouth, Shark Bay, Moora, Swan Coastal, Blackwood","Pilbara, Carnarvon, Yalgoo, Geraldton Sandplains, Swan Coastal Plain, Warren","Rangelands, Northern Agricultural, Swan",S Strydom,7,"<p>conservation, ecosystem services, seagrass, fauna assemblages</p>"
736,2018-09-07 10:59:24.424766+08:00,,100455,100934,2018-09-07 10:59:24.424792+08:00,2023-06-13 12:10:32.340141+08:00,29,0,updating,2018,101,1000,<p>Western swamp tortoise breed for release program</p>,projects/2018-101/cGeraldKutchlingUWA.jpg,,,2018-09-07,2021-06-30,18,1,100455,100455,,H Mills,"Swan, Warren","Swan Coastal, Frankland","Geraldton Sandplains, Swan Coastal Plain, Jarrah Forest, Warren","Swan, South West",H Mills,1,"<p>Western Swamp Tortoise, breed for release, Perth Zoo</p>"
33,2014-06-05 18:28:18.015000+08:00,,100000,1,2014-06-05 18:28:18.015000+08:00,2018-10-15 13:52:08.735069+08:00,25,0,completed,1998,15,1000,<p>The effect of wildfire on forest fungi</p>,,,,,,7,1,131,,,R Robinson,Warren,,Warren,South West,R Robinson,6,
30,2014-06-05 18:28:17.931000+08:00,,100000,1,2014-06-05 18:28:17.931000+08:00,2018-10-15 13:52:08.833542+08:00,25,0,completed,1998,12,1000,"<p>Astrometry of minor planets, comets and targets of opportunity </p>",,,,,,10,1,9,,,"R Martin, R Martin, A Verveer, A Williams, G Lowe",,,,,"R Martin, R Martin",,
28,2014-06-05 18:28:17.869000+08:00,,100000,1,2014-06-05 18:28:17.869000+08:00,2018-10-15 13:52:08.877969+08:00,25,0,completed,1998,10,1000,<p>Imaging and spectrophotometry of comets </p>,,,,,,10,1,9,,,"R Martin, R Martin, A Verveer, A Williams, G Lowe",,,,,"R Martin, R Martin",,
767,2018-10-25 15:14:42.527560+08:00,,100462,100462,2018-10-25 15:14:42.527589+08:00,2021-05-17 11:48:28.278528+08:00,30,2,completed,2018,132,1000,<p>Eco-engineering soil from mine tailings for native plant rehabilitation</p>,projects/2018-132/tailingswastedump.jpg,<p>Remaking soils to support biodiverse plant communities&nbsp;</p>,,2016-11-30,2019-11-30,17,4,100462,100462,,J Stevens,Midwest,,,,J Stevens,27,"<p>Mine Tailings, Iron-ore mining, Banded Iron Formation, root-soil interactions, plant ecophysiology</p>
<p>&nbsp;</p>"
492,2016-05-24 13:47:01.082492+08:00,,1,1,2016-05-24 13:47:01.082520+08:00,2018-10-15 13:51:56.047312+08:00,26,3,completed,2016,7,1000,<p>The significance of macroalgae to the diets of juvenile fishes and the ecosystem function of the Ningaloo Reef lagoon</p>,projects/2016-7/Lethrinusspearlyjuvenile31.JPG,,,2015-03-01,2016-11-01,9,1,145,145,,S Wilson,Pilbara,Exmouth,Ningaloo,,S Wilson,7,
1058,2023-06-29 15:38:53.409046+08:00,,243,100934,2023-06-29 15:38:53.409070+08:00,2023-10-06 13:20:42.254080+08:00,26,3,completed,2023,34,1000,"<p>Assessing genetic diversity, translocation success and future management options for the Critically Endangered <em>Grevillea acropogon</em></p>",projects/2023-34/Grevilleaacropogon3south.jpeg,,"<p>This project involves the joint DBCA/Murdoch University supervision of a Summer Scholarship/Honours student, Darcy St Jack. Darcy's project aims to generate genomic and demographic information on the critically endangered Grevillea acropogon to support its conservation. This includes clarifying the taxonomic status of both natural populations, assessing the genetic diversity and ecological health of the natural and translocated populations, and&nbsp;assessing the most suitable source of seed (soil, plant, ex-situ collections) for future conservation actions. These data will provide an updated understanding of the conservation status of the species, provide recommendations for priority conservation activities still needed for species recovery, and inform the most appropriate means of undertaking such activities. The project will also produce immediate conservation outcomes through the provision of seed to the Western Australian Seed Centre-Kensington (WASC-K) and the planting of all seedlings grown for the project in a translocation.</p>",2022-12-01,2024-07-31,6,4,243,243,,"R Binks, L Monks, Dr R Standish (Murdoch University)",,,,,"R Binks, Dr R Standish (Murdoch University), L Monks",2,
990,2022-06-08 13:52:20.947085+08:00,,100456,100456,2022-06-08 13:52:20.947128+08:00,2022-06-08 14:02:29.559385+08:00,26,3,completed,2022,16,1000,<p>Relating fire severity field measurements to remote sensing for the Great Western Woodlands</p>,projects/2022-16/esp016.apng,<p>How do field measures of fire severity relate to satellite imagery?&nbsp;</p>,,2021-12-01,2022-02-01,19,4,100456,100456,,R Van Dongen,Goldfields,Goldfields,Esperance Plains,Rangelands,R Van Dongen,31,"<p>Fire severity, satellite imagery, Great Western Woodland, CBI, NBR, wildfire</p>"
770,2018-11-19 10:02:35.134710+08:00,,100455,100455,2018-11-19 10:02:35.134739+08:00,2018-11-19 10:12:03.092158+08:00,29,1,new,2018,135,1000,<p>Captive breeding of Western Ground Parrots at Perth Zoo.</p>,projects/2018-135/WGPCF2018135image.png,,,2017-07-01,2026-06-30,18,1,100455,100455,,P Mawson,Swan,Swan Coastal,Swan Coastal Plain,Swan,P Mawson,1,"<p>Western Ground Parrot, <em>Pezoporus flaviventris</em>, captive breeding, Perth Zoo</p>"
70,2014-06-05 18:28:42.208000+08:00,,100000,1,2014-06-05 18:28:42.209000+08:00,2018-10-15 13:52:07.657887+08:00,25,0,terminated,2003,3,1000,<p>The impact of wildfire in old growth forest of the Walpole-Nornalup National Park on short-range endemic invertebrates and their forest floor communities </p>,,,<p>Concept Plan Number: 2002/05 Request Number: KE/0010 Volunteer(s): Walpole-Nornalup Parks Association &amp; Walpole community </p>,,,7,1,121,,,P Van Heurck,Warren,Frankland,Warren,"South West, South Coast",P Van Heurck,,
988,2022-06-07 11:23:12.827536+08:00,2022-06-07 11:51:17.521624+08:00,100448,1,2022-06-07 11:23:12.827567+08:00,2022-06-07 11:51:17.526289+08:00,30,2,completed,2022,14,1000,<p>Wildlife corridor mapping</p>,,,"<p>The aim of the wildlife corridor mapping is to support landscape biodiversity conservation and enhance and maintain ecological processes and climate adaptation broadly into the future, rather than focus on fauna or threatened species. The developed methodology may be of use for other locations or local government areas, or DBCA may choose to refine the approach based on the experience and results from this project. Should the approach and resulting actions be effective, this will support landscape scale connectivity, species movement and climate change adaptation for the conservation areas managed by DBCA in and around the Shire of Mundaring.</p>",2022-02-02,2022-06-30,19,,100448,100448,,,,,,,,,
27,2014-06-05 18:28:17.838000+08:00,,100000,1,2014-06-05 18:28:17.838000+08:00,2018-10-15 13:52:08.905994+08:00,25,0,completed,1998,9,1000,<p>Variable star observations </p>,,,<p>MB requested closure - PG </p>,,,10,1,38,,,"R Martin, A Verveer, A Verveer, A Williams, G Lowe",,,,,"R Martin, A Verveer",,
484,2015-12-23 11:48:02.252804+08:00,,4,100934,2015-12-23 11:48:02.252829+08:00,2023-09-29 16:13:52.330690+08:00,29,1,closure requested,2015,24,1000,<p>BioSys &ndash; the Western Australian Biological Survey Database</p>,projects/2015-24/biosys_logo_2017_thumbnail.jpg,<p>A one-stop shop of Parks and Wildlife's biological survey data</p>,<p>BioSys stores and manages biological survey data. It was built by Paul Gioia and Gaia Resources. A review of BioSys is needed to determine its role once the data relevant to Dandjoo has been migrated.</p>,2015-06-30,,11,1,100764,100764,,B Richardson,All Regions,All DPaW Districts,"All IBRA Regions, All IMCRA Regions",All Regions,B Richardson,9,"<p>data, warehouse, infrastructure</p>"
737,2018-09-07 11:30:14.752135+08:00,,100455,100934,2018-09-07 11:30:14.752165+08:00,2023-09-29 10:00:13.025156+08:00,25,0,updating,2018,102,1000,<p><em>Anstisia </em>frog&nbsp;breed and rear for release program</p>,projects/2018-102/IMG6395.JPG,,,2018-09-07,2021-06-30,18,1,100455,100455,,H Mills,"Swan, South West","Swan Coastal, Blackwood","Swan Coastal Plain, Jarrah Forest","Swan, South West",H Mills,1,"<p>Breed, rear for release,&nbsp;<em>Geocrinia&nbsp;</em>frogs, Perth Zoo</p>"
706,2018-07-17 13:22:49.471547+08:00,,100448,100934,2018-07-17 13:22:49.471576+08:00,2023-06-13 12:10:32.783984+08:00,29,0,updating,2018,72,1000,<p>Remote sensing monitoring</p>,projects/2018-72/MonitoringPicture.png,"<p>Measurable | Repeatable | Reliable</p>
<p>Imagery based monitoring across WA</p>","<p>The measurement and analysis of change across terrestrial, wetland and marine environments using remote sensing provides essential historical and current information that can be used to understand the effects of management actions; natural events and phenology. The imagery used is predominantly satellite imagery, but also includes optical imagery from handheld and airborne platforms and LiDAR data. Field observations provide essential ground truth and calibration of remotely sensed data.</p>
<p>Analysis techniques include an increasing number of sophisticated time series analysis tools and object orientated image classification. This work is underpinned by efficient and statistically rigorous analysis and batch processing techniques in the R programming environment.</p>
<p>This function relies on developing repeatable and consistent source imagery and methods to produce reliable spatial and statistical products that can be used by the department for reporting on the state of the environment and managing conservation estate.</p>",2006-01-01,,19,1,100448,100448,,"J Chapman, B Huntley, G Loewenthal, K Murray, G Pitt, P Rampant, R Van Dongen, K Zdunic",All Regions,All DPaW Districts,"All IBRA Regions, All IMCRA Regions",All Regions,K Zdunic,31,<p>remote sensing; monitoring; vegetation; inundation; satellite; imagery; RPA; drone; trend analysis; change detection; time series</p>
696,2018-07-16 14:10:30.688938+08:00,,100456,100448,2018-07-16 14:10:30.688982+08:00,2020-06-02 16:08:32.507854+08:00,30,2,completed,2018,62,1000,"<p>Satellite imagery assessment of the fire regime on Yarraloola and Red Hill Stations, Pilbara</p>",projects/2018-62/Yarraloolalfires2017.jpg,<p>Fire mapping for Rio Tinto</p>,<p>Fires across Yarraloola and Red Hill are mapped annually for Rio Tinto</p>,2018-07-01,2019-06-30,19,4,100448,100448,,"J Chapman, K Zdunic",Pilbara,,Pilbara,Rangelands,K Zdunic,31,"<p>Fire mapping, Landsat, Yarraloola, Red Hill, Rio&nbsp;Tinto</p>"
460,2014-12-12 12:19:42.054000+08:00,,5,100934,2014-12-12 12:19:42.054000+08:00,2023-06-13 12:10:29.866528+08:00,25,0,updating,2014,25,1000,"<p>Taxonomy, zoogeography and conservation status of aquatic invertebrates</p>",projects/2014-25/Arr05.jpg,,,2014-12-09,,7,1,22,22,22,"A Pinder, K Quinlan",All Regions,All DPaW Districts,All IBRA Regions,All Regions,A Pinder,5,
459,2014-12-12 12:03:21.632000+08:00,,5,100934,2014-12-12 12:03:21.632000+08:00,2023-06-13 12:10:29.914486+08:00,25,0,updating,2014,24,1000,<p>Understanding peat wetland resilience: evaluating the impact of climate and land use change on the hydrodynamics and hydrogeochemistry of peat wetlands in the Warren (Muir-Byenup) District</p>,projects/2014-24/NOOB-JR-001-0_photo1.jpg,,,2014-12-12,,7,1,100151,100151,22,J Rutherford,Warren,Frankland,Warren,South West,J Rutherford,11,
924,2020-07-24 10:24:51.393328+08:00,,100532,100545,2020-07-24 10:24:51.393354+08:00,2022-06-08 15:23:35.110833+08:00,30,2,completed,2020,67,1000,<p>Improving wetland mapping data sets for Western Australia</p>,,<p>Establishing novel remote sensing and spatial analysis techniques for mapping wetlands</p>,"<p>A collaborative project between DBCA and DWER to improve wetland mapping datasets for those parts of SW Western Australia experiencing greatest pressures from urban, industrial, mining and agricultural industries to assist in planning processes.</p>",2019-08-01,2020-11-20,15,4,100532,100532,,"M Coote, F Felton, K Zdunic, G Loewenthal, A Turnbull",Swan,,Central West Coast,,"M Coote, K Zdunic",23,"<p>Wetland Evaluation</p>
<p>Multi Criteria Evaluation</p>
<p>Spatial Dataset</p>
<p>Ecological Criteria</p>"
764,2018-10-14 23:33:27.391511+08:00,,10,1,2018-10-14 23:33:27.391561+08:00,2018-10-15 13:51:46.533528+08:00,30,2,completed,2018,129,1000,<p>Micropropagation of rare and threatened plants for <em>ex situ</em> conservation</p>,,,,,,17,4,100516,100516,,"E Bunn, B Funnekotter",All Regions,All DPaW Districts,"All IBRA Regions, All IMCRA Regions",All Regions,E Bunn,28,
673,2018-07-05 17:43:09.426153+08:00,,100458,100934,2018-07-05 17:43:09.426176+08:00,2023-10-16 13:15:54.396892+08:00,25,0,updating,2018,39,1000,<p>Seagrass monitoring and evaluation</p>,projects/2018-39/G0014826_1.jpeg,<p>Seagrass mapping and evaluation to improve conservation outcomes.</p>,,2015-07-01,2018-11-30,20,8,100459,100459,,"J Cosgrove, C Phelps, P Howie, J Watsham, J Chapman, A Gillies, S Muller, K Trayler",Swan,Swan Coastal,Swan Coastal Plain,Swan,K Trayler,32,"<p>Seagrass,&nbsp;biological indicator,&nbsp;monitoring, water quality,&nbsp;functional metrics</p>"
667,2018-07-05 14:21:03.180849+08:00,,100458,100934,2018-07-05 14:21:03.180871+08:00,2023-06-13 12:10:29.276100+08:00,25,0,updating,2018,33,1000,<p>Investigating fish communities as an indicator of estuarine condition</p>,projects/2018-33/IMG1214edited.jpg,<p>estuarine health</p>,,2019-01-01,2020-09-30,20,8,100458,100458,,"K Trayler, J Baker, J Watsham",Swan,Swan Coastal,Swan Coastal Plain,Swan,K Trayler,32,"<p>fish, estuary, health</p>"
662,2018-07-05 14:09:25.821898+08:00,,100458,100458,2018-07-05 14:09:25.821922+08:00,2020-05-28 17:28:42.817035+08:00,25,0,completed,2018,28,1000,"<p>Stock enhancement of western school prawn: evaluation recruitment limitation, environment and release strategies</p>",projects/2018-28/handful.JPG,,,2018-06-01,2018-09-18,20,8,100458,100458,,"K Trayler, S Hoeksema",Swan,Swan Coastal,Swan Coastal Plain,Swan,K Trayler,,
564,2016-08-25 10:29:48.722368+08:00,,10,1,2016-08-25 10:29:48.722400+08:00,2018-10-15 13:51:53.893508+08:00,30,2,completed,2016,79,1000,<p>Plant species richness and endemism within the south-western Australian Floristic Region</p>,,,,,,3,1,4,4,,P Gioia,"Wheatbelt, South Coast, South West, Warren","Moora, Central Wheatbelt, Swan Coastal, Perth Hills, Esperance, Great Southern, Wellington, Albany, Blackwood, Donnelly, Frankland","Yalgoo, Murchison, Geraldton Sandplains, Avon Wheatbelt, Coolgardie, Swan Coastal Plain, Jarrah Forest, Hampton, Mallee, Esperance Plains, Warren","Northern Agricultural, Avon, Swan, South West, South Coast",P Gioia,5,
553,2016-07-26 11:44:06.425843+08:00,,24,100934,2016-07-26 11:44:06.425872+08:00,2023-06-13 12:10:29.559801+08:00,25,0,updating,2016,68,1000,<p>South West Threatened Fauna Recovery Project: Southern Jarrah Forest</p>,projects/2016-68/Cat_Phas_cropped.jpg,<p>Recovery of threatened mammals in the southern jarrah forests through effective integration of feral cat control with existing fox control</p>,,2016-02-01,2018-12-31,5,1,24,24,,"A Wayne, M Maxwell, C Ward",South West,"Blackwood, Donnelly, Frankland",Jarrah Forest,"South West, South Coast",A Wayne,1,
987,2022-05-30 14:58:05.331151+08:00,2022-06-24 12:46:21.297149+08:00,100980,1,2022-05-30 14:58:05.331175+08:00,2022-06-24 12:46:21.301102+08:00,25,0,new,2022,13,1000,<p><strong>Whale shark behavioural response to tourism interaction in Ningaloo Marine Park and implications for future management</strong></p>,,,,2022-04-20,2024-06-30,9,1,307,307,,,Pilbara,Exmouth,Ningaloo,,,7,
986,2022-05-27 14:28:18.400461+08:00,2022-06-24 12:47:45.147169+08:00,87,100934,2022-05-27 14:28:18.400492+08:00,2022-10-19 10:12:58.560178+08:00,30,2,completed,2022,12,1000,"<p>Australian Sea Lions in the Perth Metropolitan area: abundance, movement and habitat use.</p>",,,,2022-01-03,2024-01-01,9,4,87,87,,,Swan,Swan Coastal,Eucla,Swan,,7,
985,2022-05-27 14:25:40.028268+08:00,2022-06-24 12:46:29.114122+08:00,87,100934,2022-05-27 14:25:40.028312+08:00,2022-10-19 10:10:08.582920+08:00,30,2,completed,2022,11,1000,"<p>Australian Sea Lions in the Perth Metropolitan area: abundance, movement and habitat use.</p>",,,,2022-01-03,2024-01-01,9,4,87,87,,"H Raudino, K Waples",,,,,K Waples,7,
984,2022-05-27 09:32:14.835070+08:00,,1,100934,2022-05-27 09:32:14.835095+08:00,2023-09-29 16:13:22.622236+08:00,30,2,completed,2022,10,1000,<p>OpenDataKit (ODK)</p>,,,<p>Collaboration with the ODK community</p>,2010-05-01,,11,4,1,1,,,,,,,,7,
982,2022-05-23 15:44:15.978156+08:00,2022-06-24 12:46:33.758306+08:00,87,100934,2022-05-23 15:44:15.978191+08:00,2022-10-19 10:13:35.621295+08:00,30,2,completed,2022,8,1000,"<p>Australian Sea Lions in Perth Metropolitan are: abundance, movement and habitat use.</p>",,,,2022-05-23,2024-01-01,9,1,87,87,,,,,,,,7,
923,2020-07-17 17:45:42.796908+08:00,,100516,100580,2020-07-17 17:45:42.796942+08:00,2023-06-26 15:19:06.885202+08:00,26,3,updating,2020,66,1000,<p>Characterisation of mitochondrial function in the cryopreservation of threatened flora</p>,projects/2020-66/Q22.jpeg,<p>Metabolic rate in plant material can be measured by oxygen consumption. The Q2 oxygen sensor enables the metabolic rate of shoot tips undergoing various stages of cryopreservation to be estimated. This provides information critical to optimising cryopreservation protocols for a wide range of plant species.&nbsp;</p>,"<p>This project aims to examine the effects of cryopreservation on metabolism of plant tissues, with emphasis on mitochondrial function as these organelles are the primary sources of energy molecules (ATP) that drive all cellular processes including the ability to recover from injury sustained to cells and tissues during the various steps of cryopreservation. A better understanding of the effects of cryogenic injury will enable better optimisation of cryopreservation for sensitive species, including many threatened taxa where ex situ storage remains a problem.</p>",2019-03-04,2024-01-01,17,4,100516,100516,,"B Funnekotter, E Bunn",All Regions,All DPaW Districts,"All IBRA Regions, All IMCRA Regions",All Regions,"B Funnekotter, E Bunn",28,"<p>Cryostorage, metabolism, plants, respirometry, mitochondria</p>"
26,2014-06-05 18:28:17.015000+08:00,,100000,100934,2014-06-05 18:28:17.015000+08:00,2023-06-13 12:10:31.990421+08:00,25,0,updating,1998,7,1000,<p>Genetic analysis for the development of vegetation services and sustainable environmental management</p>,projects/1998-7/IMG_0285_1.JPG,,,,,7,1,6,,,"M Byrne, R Binks, M Millar, D Bradbury, N Delnevo","Pilbara, Midwest, Goldfields, Wheatbelt, South Coast, South West, Warren",,"Murchison, Geraldton Sandplains, Avon Wheatbelt, Coolgardie, Swan Coastal Plain, Jarrah Forest, Mallee, Esperance Plains, Warren","Wheatbelt, Rangelands, Northern Agricultural, South West, South Coast",M Byrne,3,
20,2014-06-05 18:28:15.742000+08:00,,100000,1,2014-06-05 18:28:15.742000+08:00,2018-10-15 13:52:09.173510+08:00,25,0,completed,1994,8,1000,<p>Long-term monitoring of impact of timber harvesting on bird populations in south-west forests </p>,,,,,,7,1,17,,,"L Mccaw, G Liddelow, C Vellios, V Tunsell, M Williams, L Mccaw",Warren,Donnelly,,,"L Mccaw, L Mccaw",,
18,2014-06-05 18:28:15.563000+08:00,,100000,1,2014-06-05 18:28:15.563000+08:00,2018-10-15 13:52:09.243958+08:00,25,0,suspended,1993,159,1000,<p>Ecology and conservation of threatened pythons in Western Australia</p>,,,,,,5,1,60,,,D Pearson,Midwest,,Swan Coastal Plain,Northern Agricultural,D Pearson,1,
613,2017-09-11 16:46:58.734029+08:00,,10,10,2017-09-11 16:46:58.734053+08:00,2019-08-22 11:26:12.172437+08:00,26,3,completed,2017,39,1000,<p>Effects of climate change on the Australian native grass <em>Neurachne alopecuroide</em>a: provenance response to drought from germination to early seedling vigour</p>,projects/2017-39/AnneCochrane1.jpg,,,2017-01-01,2018-01-27,6,1,34,34,,A Cochrane,Warren,"Moora, Central Wheatbelt, Swan Coastal, Perth Hills, Esperance, Great Southern, Wellington, Albany, Blackwood, Donnelly, Frankland","Murchison, Geraldton Sandplains, Avon Wheatbelt, Swan Coastal Plain, Jarrah Forest, Mallee, Esperance Plains, Warren","Wheatbelt, Northern Agricultural, Avon, Swan, South West, South Coast",A Cochrane,2,
1046,2023-06-12 16:06:36.079179+08:00,,100458,100458,2023-06-12 16:06:36.079202+08:00,2023-09-01 12:36:01.144149+08:00,26,3,updating,2023,22,1000,<p>Understanding drivers of fish communities - Eagle Rays</p>,projects/2023-22/eaglerayjuvenile.jpeg,,"<p>Building on historic fish communities datasets (2012-2019), this research will assess the current status of the Southern Eagle Ray (<em>Myliobatis tenuicaudatus</em>) population in the Swan-Canning Estuary, collate the biological information that is available for this and similar species elsewhere. The analysis conducted will provide quantitative data on diets, age, sexual maturity and other biological features that will help create further understanding of this species.&nbsp;</p>",2022-12-12,2023-12-12,20,4,100458,100458,,K Trayler,Swan,Swan Coastal,,South West,K Trayler,32,<p>southern eagle ray; fish communities</p>
821,2019-06-11 16:45:16.273372+08:00,,145,10,2019-06-11 16:45:16.273399+08:00,2019-08-29 10:05:26.081731+08:00,30,2,active,2019,36,1000,"<p>Collation of historic data for Shark Bay, Marmion and Shoalwater Islands Marine Parks.</p>",projects/2019-36/MSP446.jpeg,,,2019-03-29,,9,4,145,145,,J Goetze,Swan,"Shark Bay, Swan Coastal","Shark Bay, Leeuwin-Naturaliste",,J Goetze,7,
786,2019-01-11 15:09:05.346574+08:00,,100518,100518,2019-01-11 15:09:05.346604+08:00,2021-05-24 13:34:08.171276+08:00,26,3,completed,2019,1,1000,"<p>Evolution and conservation consequences of bird pollination: an ecological and genetic study of mating, pollen dispersal and recruitment in <em>Eucalyptus caesia</em></p>",projects/2019-1/Euccaesia.JPG,<p>Birds play a critical role in the pollination of Eucalyptus caesia&nbsp;</p>,,2016-01-28,2020-06-30,17,1,100518,100518,,S Krauss,,,,,S Krauss,2,
223,2014-06-05 18:29:32.035000+08:00,,100000,1,2014-06-05 18:29:32.035000+08:00,2018-10-15 13:52:09.465807+08:00,25,0,completed,1993,112,1000,<p>Selection screening and field testing of jarrah resistant to Phytophthora cinnamomi. </p>,,,,1993-01-01,,7,1,110,,,M Stukely,,,,,M Stukely,,
630,2017-10-12 16:16:37.721630+08:00,2019-08-22 10:23:44.494947+08:00,100319,1,2017-10-12 16:16:37.721653+08:00,2019-08-22 10:23:44.495927+08:00,25,0,new,2017,56,1000,<p>Current and future habitat availability for WA marine turtles : State-wide study of sand temperatures</p>,projects/2017-56/P1030096.JPG,<p>State-wide study of sand temperatures for monitoring future turtle nesting habitat</p>,"<p><strong>What?&nbsp;</strong>To monitor sand temperatures on key beaches throughout the North West Shelf to document current thermal characteristics of nests and nesting habitats.</p>
<p><strong>Why?&nbsp;</strong>Global temperature increases have been identified in the NWSFTCP Strategic Conservation Plan as a moderate pressure for the NWS flatback turtle&nbsp;management unit. Increasing temperatures are likely to lead to reduced hatching success, altered sex ratios and changes in spatial and temporal distribution of nesting and changes to foraging habitat. We need to estimate baseline condition levels in terms of sand temperature at nesting aggregations within the NWS flatback turtle management unit.</p>
<p><strong>What have we found? </strong>Temperature loggers have been deployed across the state from Walpole to Cape Domett.&nbsp;Data from the first year of deployment have been downloaded and are currently analysed.&nbsp;</p>
<p><strong>Who are our partners?</strong> DBCA, local ranger groups, DBCA regional offices</p>",2016-11-01,2019-06-30,9,,100319,100319,,,All Regions,,,,,7,"<p>Temperature loggers, turtles, nesting habitat, flatbacks_biology</p>"
1065,2023-07-31 14:00:22.119020+08:00,,100749,100749,2023-07-31 14:00:22.119044+08:00,2023-10-26 15:54:56.992360+08:00,29,1,updating,2023,41,1000,<p>Biodiversity knowledge management</p>,projects/2023-41/verticordiahughaniiDBCA.jpeg,,"<p>This project is the core ongoing functions of the Biodiversity Knowledge team. The team is responsible for the maintenance of legislative lists for threatened species and ecological communities and the ongoing curation and maintenance of data, information and knowledge systems for conservation significant species, communities and wetlands.</p>",2023-07-01,2025-06-30,15,1,100749,100472,,"J Donaldson, J Chick, A Cooke, M Greenwell, R Harvey, B Meagher, C Sands, E Skey, Y Skinner, S Williamson, R Wright",All Regions,All DPaW Districts,All IBRA Regions,All Regions,"J Donaldson, C Sands, R Harvey",23,"<p>database, data management, threatened flora, threatened fauna, threatened ecological communities, Threatened Species Scientific Committee, Threatened Ecological Communities Scientific Committee, listing, IUCN</p>"
390,2014-06-05 18:29:39.845000+08:00,,100000,10,2014-06-05 18:29:39.845000+08:00,2019-08-29 10:34:45.939533+08:00,30,2,active,2013,26,1000,<p>Strategic weed assessment of the Pilbara Bioregion</p>,,,,,,7,1,10,,,"R Binks, M Byrne",Pilbara,,Pilbara,Rangelands,M Byrne,2,
731,2018-08-15 16:07:05.743841+08:00,,22,100641,2018-08-15 16:07:05.743870+08:00,2023-06-26 15:30:30.206162+08:00,30,2,completed,2018,96,1000,<p>Hydrology of the Ashfield Flats</p>,projects/2018-96/render0015.apng,<p>Spring tide at Ashfield Flats</p>,"<p>Using funding from Dept Planning, Lands and Heritage and Perth NRM, via DBCA's Rivers and Estuaries Branch, Ecosystem Science Program is undertaking a study of the Ashfield Flats that will provide an understanding of the area's hydrology to inform the following objectives:</p>
<p>1.&nbsp;&nbsp; &nbsp;Appropriately identify and manage acid sulfate generation as part of any works programme,<br />2.&nbsp;&nbsp; &nbsp;Improve water quality being exported through the Chapman Street drain and Kitchener Street drain into the Swan River,<br />3.&nbsp;&nbsp; &nbsp;Reduce the extent of weeds in the conservations area,<br />4.&nbsp;&nbsp; &nbsp;Restore and enhance the extent and condition of wetland vegetation and<br />5.&nbsp;&nbsp; &nbsp;Re-establish a more natural saline &ndash; fresh hydrological regime.</p>",2018-07-01,2021-11-30,7,4,100641,100641,,"G McGrath, J Rutherford, B Huntley",Swan,Swan Coastal,Swan Coastal Plain,Swan,G McGrath,11,"<p>Ashfield, Hydrology, Meavy Metals, Samphire</p>"
221,2014-06-05 18:29:31.972000+08:00,,100000,1,2014-06-05 18:29:31.972000+08:00,2018-10-15 13:52:09.566843+08:00,25,0,completed,1993,100,1000,<p>Wind speed profiles for predicting fire danger and fire behaviour in south-west forests. </p>,,,,1993-01-01,,7,1,113,,,N Burrows,,,,,N Burrows,,
13,2014-06-05 18:28:14.722000+08:00,,100000,1,2014-06-05 18:28:14.722000+08:00,2018-10-15 13:52:09.589760+08:00,25,0,completed,1993,99,1000,<p>Monitoring long-term effects of various fire regimes on species richness and composition of southern jarrah forest understorey </p>,,,,,,7,1,113,,,"N Burrows, N Burrows, B Ward, R Cranfield, G Liddelow","South West, Warren",,,,"N Burrows, N Burrows",,
